Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?,Salary Difference,Percent of Life Worked
6159,31,Female,Arts,2.43,0,Consultant,61932,No,692,86,Loan,Executive,86939,International,Networking,On-Campus,Yes,25007,0
6160,28,Female,Economics,3.72,7,Manager,47550,Yes,695,393,Self-funded,Startup Founder,159047,International,Skill Enhancement,On-Campus,No,111497,0.25
6161,31,Female,Engineering,3.5,2,Engineer,113369,No,321,273,Scholarship,Finance Manager,78487,International,Networking,On-Campus,No,-34882,0.064516129
6162,25,Male,Science,2.71,8,Consultant,90593,No,705,10,Loan,Finance Manager,111566,Domestic,Skill Enhancement,On-Campus,No,20973,0.32
6163,27,Female,Science,3.36,9,Manager,58124,Yes,362,347,Scholarship,Executive,76038,Domestic,Networking,On-Campus,Yes,17914,0.333333333
6164,28,Female,Engineering,2.37,1,Analyst,115426,No,682,17,Loan,Executive,112697,International,Entrepreneurship,Online,No,-2729,0.035714286
6165,29,Female,Business,2.76,8,Manager,91336,No,480,352,Employer,Executive,158793,Domestic,Skill Enhancement,Online,No,67457,0.275862069
6166,23,Male,Science,2.75,8,Consultant,74949,No,483,56,Scholarship,Finance Manager,180106,International,Networking,On-Campus,Yes,105157,0.347826087
6167,23,Male,Economics,2.48,3,Consultant,71237,No,321,492,Self-funded,Marketing Director,112231,International,Skill Enhancement,Online,Yes,40994,0.130434783
6168,24,Male,Science,3.75,3,Analyst,53645,No,335,234,Employer,Startup Founder,73932,International,Skill Enhancement,On-Campus,No,20287,0.125
6169,25,Female,Science,3.36,3,Consultant,85625,No,422,139,Employer,Startup Founder,131028,Domestic,Networking,Online,No,45403,0.12
6170,30,Female,Economics,2.56,0,Entrepreneur,76788,Yes,275,301,Loan,Executive,158115,International,Entrepreneurship,Online,Yes,81327,0
6171,21,Other,Arts,2.48,4,Manager,107764,No,664,345,Scholarship,Finance Manager,175088,Domestic,Career Growth,Online,Yes,67324,0.19047619
6172,27,Male,Business,2.04,5,Entrepreneur,31473,Yes,331,127,Loan,Marketing Director,176756,Domestic,Career Growth,Online,Yes,145283,0.185185185
6173,29,Male,Economics,2.69,3,Entrepreneur,63245,No,621,17,Self-funded,Finance Manager,198477,Domestic,Entrepreneurship,On-Campus,Yes,135232,0.103448276
6174,28,Female,Economics,3.05,7,Manager,43887,Yes,690,192,Self-funded,Startup Founder,107175,International,Networking,On-Campus,No,63288,0.25
6175,25,Female,Engineering,2.56,2,Consultant,119237,Yes,732,475,Employer,Startup Founder,118445,Domestic,Entrepreneurship,On-Campus,Yes,-792,0.08
6176,34,Female,Business,3.4,8,Manager,70588,No,495,122,Scholarship,Consultant,188121,International,Skill Enhancement,On-Campus,Yes,117533,0.235294118
6177,34,Female,Arts,2.82,6,Analyst,54294,Yes,567,55,Employer,Finance Manager,118944,Domestic,Networking,On-Campus,No,64650,0.176470588
6178,24,Male,Economics,2.63,7,Entrepreneur,106698,Yes,279,207,Self-funded,Finance Manager,170199,International,Career Growth,On-Campus,Yes,63501,0.291666667
6179,32,Female,Arts,3.88,6,Entrepreneur,50510,No,310,261,Scholarship,Startup Founder,186167,Domestic,Skill Enhancement,On-Campus,Yes,135657,0.1875
6180,27,Female,Economics,2.53,8,Consultant,39592,No,509,107,Self-funded,Executive,199305,Domestic,Skill Enhancement,On-Campus,No,159713,0.296296296
6181,25,Male,Economics,2.8,1,Manager,63829,No,448,120,Scholarship,Finance Manager,126666,International,Skill Enhancement,On-Campus,Yes,62837,0.04
6182,27,Male,Engineering,2.76,3,Engineer,100182,Yes,345,333,Employer,Executive,115326,Domestic,Entrepreneurship,On-Campus,No,15144,0.111111111
6183,32,Male,Science,2.48,1,Consultant,34771,No,568,251,Employer,Consultant,159930,Domestic,Skill Enhancement,Online,Yes,125159,0.03125
6184,21,Male,Business,2.43,7,Consultant,63123,No,569,326,Self-funded,Startup Founder,62933,International,Entrepreneurship,Online,Yes,-190,0.333333333
6185,21,Female,Engineering,2.6,1,Consultant,33008,No,394,42,Employer,Finance Manager,115326,Domestic,Skill Enhancement,On-Campus,Yes,82318,0.047619048
6186,30,Male,Arts,3.73,7,Manager,112209,No,753,212,Employer,Executive,187306,International,Skill Enhancement,On-Campus,No,75097,0.233333333
6187,34,Male,Economics,3.53,5,Consultant,70708,No,417,323,Employer,Finance Manager,161686,International,Career Growth,Online,No,90978,0.147058824
6188,33,Male,Economics,3.36,6,Analyst,88387,No,319,348,Loan,Startup Founder,94828,International,Networking,On-Campus,Yes,6441,0.181818182
6189,23,Female,Business,2.91,5,Analyst,109934,No,376,131,Loan,Consultant,141611,International,Networking,Online,Yes,31677,0.217391304
6190,34,Male,Engineering,3.02,8,Entrepreneur,93276,No,756,97,Self-funded,Consultant,109288,International,Networking,Online,No,16012,0.235294118
6191,31,Female,Engineering,2.53,3,Entrepreneur,105243,Yes,299,322,Employer,Marketing Director,138890,Domestic,Skill Enhancement,Online,No,33647,0.096774194
6192,22,Male,Arts,2.15,0,Manager,73177,Yes,520,485,Employer,Startup Founder,153443,Domestic,Networking,On-Campus,Yes,80266,0
6193,22,Male,Engineering,2.66,8,Engineer,95548,Yes,321,444,Loan,Finance Manager,164320,Domestic,Career Growth,On-Campus,No,68772,0.363636364
6194,27,Male,Engineering,2.99,9,Entrepreneur,81109,No,667,285,Loan,Consultant,141807,International,Career Growth,On-Campus,Yes,60698,0.333333333
6195,32,Male,Science,2.11,7,Entrepreneur,106511,Yes,492,462,Scholarship,Finance Manager,167713,International,Career Growth,On-Campus,Yes,61202,0.21875
6196,30,Male,Business,2.18,0,Entrepreneur,99213,Yes,720,391,Employer,Startup Founder,161066,Domestic,Networking,On-Campus,Yes,61853,0
6197,22,Male,Engineering,2.53,9,Entrepreneur,76768,No,657,108,Self-funded,Startup Founder,173026,International,Networking,On-Campus,Yes,96258,0.409090909
6198,31,Female,Arts,2.73,5,Consultant,106132,Yes,357,132,Self-funded,Executive,119975,International,Networking,On-Campus,No,13843,0.161290323
6199,24,Female,Economics,2.79,9,Entrepreneur,60363,No,769,178,Scholarship,Executive,194607,International,Networking,On-Campus,Yes,134244,0.375
6200,22,Male,Engineering,2.24,3,Manager,75688,No,690,277,Loan,Startup Founder,72296,Domestic,Networking,On-Campus,Yes,-3392,0.136363636
6201,26,Male,Engineering,2.45,1,Consultant,85493,No,619,217,Loan,Executive,109965,Domestic,Skill Enhancement,On-Campus,Yes,24472,0.038461538
6202,28,Other,Economics,2.52,2,Consultant,33240,Yes,454,393,Scholarship,Consultant,179066,International,Skill Enhancement,On-Campus,Yes,145826,0.071428571
6203,30,Female,Science,2.14,8,Manager,99291,Yes,530,188,Scholarship,Executive,143067,International,Entrepreneurship,Online,Yes,43776,0.266666667
6204,24,Male,Business,2.65,4,Engineer,32204,No,267,460,Loan,Executive,176530,Domestic,Career Growth,Online,Yes,144326,0.166666667
6205,25,Female,Science,2.14,6,Entrepreneur,31347,No,322,12,Self-funded,Consultant,122421,International,Networking,Online,Yes,91074,0.24
6206,24,Female,Arts,3.41,1,Analyst,109057,No,447,312,Scholarship,Marketing Director,69534,Domestic,Career Growth,On-Campus,No,-39523,0.041666667
6207,23,Female,Engineering,2.77,7,Engineer,104947,No,775,5,Employer,Consultant,182586,Domestic,Career Growth,Online,Yes,77639,0.304347826
6208,25,Male,Science,2.65,2,Entrepreneur,52797,Yes,639,447,Self-funded,Finance Manager,60766,International,Career Growth,On-Campus,No,7969,0.08
6209,34,Male,Business,2.25,0,Analyst,107498,No,715,477,Loan,Finance Manager,158469,International,Networking,On-Campus,Yes,50971,0
6210,29,Male,Arts,2.45,7,Consultant,54637,No,352,283,Loan,Consultant,82449,International,Networking,On-Campus,Yes,27812,0.24137931
6211,28,Female,Science,2.47,8,Consultant,96033,Yes,467,103,Scholarship,Executive,81563,Domestic,Networking,On-Campus,No,-14470,0.285714286
6212,28,Female,Engineering,3.97,7,Consultant,70592,No,285,177,Loan,Consultant,85797,Domestic,Entrepreneurship,Online,No,15205,0.25
6213,28,Male,Business,3.67,0,Entrepreneur,88081,Yes,452,276,Self-funded,Executive,124811,International,Entrepreneurship,On-Campus,Yes,36730,0
6214,32,Female,Engineering,2.03,6,Manager,36260,Yes,264,128,Scholarship,Executive,184321,International,Entrepreneurship,Online,No,148061,0.1875
6215,28,Female,Engineering,3.23,6,Consultant,96450,Yes,594,285,Scholarship,Finance Manager,142995,International,Entrepreneurship,Online,No,46545,0.214285714
6216,27,Other,Arts,2.51,3,Consultant,43724,Yes,521,247,Loan,Finance Manager,124558,International,Networking,On-Campus,Yes,80834,0.111111111
6217,28,Female,Business,2.21,7,Consultant,61701,No,325,211,Self-funded,Marketing Director,63105,Domestic,Skill Enhancement,On-Campus,No,1404,0.25
6218,31,Other,Economics,3.41,4,Entrepreneur,90109,No,263,292,Loan,Finance Manager,145531,International,Career Growth,On-Campus,Yes,55422,0.129032258
6219,34,Male,Engineering,2.26,3,Analyst,34963,Yes,307,97,Self-funded,Consultant,90945,Domestic,Networking,On-Campus,Yes,55982,0.088235294
6220,28,Female,Business,2.89,4,Engineer,82801,No,480,136,Self-funded,Finance Manager,118568,International,Career Growth,Online,No,35767,0.142857143
6221,33,Female,Engineering,3.26,1,Consultant,48758,No,733,158,Scholarship,Executive,138392,Domestic,Skill Enhancement,Online,Yes,89634,0.03030303
6222,34,Male,Science,3.11,3,Engineer,101195,Yes,551,189,Employer,Executive,65752,Domestic,Skill Enhancement,Online,Yes,-35443,0.088235294
6223,28,Male,Science,3.96,9,Manager,59621,Yes,777,252,Loan,Startup Founder,80305,Domestic,Career Growth,On-Campus,Yes,20684,0.321428571
6224,32,Other,Business,3.57,7,Manager,102412,Yes,378,354,Loan,Consultant,129758,International,Career Growth,On-Campus,No,27346,0.21875
6225,30,Male,Arts,3.55,6,Manager,108345,No,454,351,Scholarship,Marketing Director,108073,International,Networking,Online,Yes,-272,0.2
6226,27,Female,Economics,2.71,7,Consultant,119364,No,311,385,Loan,Marketing Director,143121,International,Networking,Online,Yes,23757,0.259259259
6227,32,Male,Science,2.02,6,Engineer,85074,No,653,419,Self-funded,Finance Manager,74503,International,Skill Enhancement,Online,Yes,-10571,0.1875
6228,21,Male,Arts,3.47,6,Analyst,76083,Yes,304,467,Self-funded,Startup Founder,99068,Domestic,Entrepreneurship,Online,No,22985,0.285714286
6229,24,Male,Economics,4,6,Entrepreneur,105956,Yes,556,174,Loan,Finance Manager,199661,International,Networking,On-Campus,Yes,93705,0.25
6230,33,Male,Science,2.81,1,Engineer,59780,No,318,274,Scholarship,Finance Manager,115845,International,Entrepreneurship,On-Campus,No,56065,0.03030303
6231,33,Female,Economics,3.97,2,Entrepreneur,90952,Yes,450,311,Self-funded,Marketing Director,180988,Domestic,Entrepreneurship,On-Campus,Yes,90036,0.060606061
6232,24,Female,Engineering,2.28,0,Engineer,86006,No,346,110,Loan,Executive,81926,International,Networking,Online,Yes,-4080,0
6233,25,Male,Business,2.59,1,Consultant,91535,Yes,667,81,Loan,Startup Founder,119901,International,Entrepreneurship,Online,Yes,28366,0.04
6234,30,Male,Science,2.34,9,Analyst,37263,Yes,660,106,Self-funded,Startup Founder,61699,International,Career Growth,Online,Yes,24436,0.3
6235,26,Male,Science,2.95,5,Consultant,70830,No,617,31,Self-funded,Consultant,128275,Domestic,Skill Enhancement,Online,No,57445,0.192307692
6236,24,Male,Engineering,3.59,1,Manager,59461,No,543,64,Loan,Marketing Director,196437,Domestic,Skill Enhancement,On-Campus,No,136976,0.041666667
6237,22,Female,Science,2.68,0,Analyst,41824,Yes,534,276,Self-funded,Marketing Director,81265,Domestic,Networking,On-Campus,Yes,39441,0
6238,26,Male,Science,3.81,7,Engineer,112008,Yes,525,376,Employer,Startup Founder,102014,International,Skill Enhancement,On-Campus,Yes,-9994,0.269230769
6239,28,Male,Science,3.09,8,Consultant,37685,No,638,285,Scholarship,Finance Manager,64155,International,Skill Enhancement,Online,Yes,26470,0.285714286
6240,28,Male,Science,2.93,6,Entrepreneur,49378,Yes,530,231,Self-funded,Consultant,69895,Domestic,Career Growth,Online,Yes,20517,0.214285714
6241,27,Male,Science,3.57,2,Consultant,69834,No,531,427,Scholarship,Startup Founder,135258,International,Entrepreneurship,Online,No,65424,0.074074074
6242,26,Male,Arts,2.2,0,Consultant,89025,No,443,469,Scholarship,Consultant,160541,International,Skill Enhancement,On-Campus,No,71516,0
6243,22,Male,Science,3.55,3,Engineer,82733,No,377,183,Self-funded,Startup Founder,99905,International,Career Growth,Online,Yes,17172,0.136363636
6244,27,Female,Engineering,2.49,9,Engineer,55099,Yes,292,73,Scholarship,Finance Manager,86694,International,Entrepreneurship,Online,Yes,31595,0.333333333
6245,31,Female,Science,2.56,2,Manager,109899,No,263,414,Loan,Consultant,74037,International,Career Growth,On-Campus,Yes,-35862,0.064516129
6246,32,Female,Economics,3.2,2,Analyst,52802,No,323,33,Loan,Executive,105950,International,Skill Enhancement,Online,Yes,53148,0.0625
6247,34,Male,Economics,3.8,1,Consultant,44890,No,268,146,Loan,Finance Manager,65023,International,Career Growth,On-Campus,No,20133,0.029411765
6248,34,Male,Engineering,3.16,9,Entrepreneur,87808,No,300,433,Employer,Marketing Director,170719,Domestic,Networking,Online,No,82911,0.264705882
6249,25,Female,Arts,3.3,2,Engineer,75154,No,641,181,Loan,Executive,190395,Domestic,Career Growth,Online,Yes,115241,0.08
6250,26,Female,Engineering,3.55,4,Engineer,71614,No,553,307,Loan,Consultant,148758,Domestic,Networking,Online,No,77144,0.153846154
6251,30,Other,Arts,2.52,3,Manager,71412,Yes,540,266,Self-funded,Executive,130030,Domestic,Career Growth,On-Campus,Yes,58618,0.1
6252,28,Male,Business,3.65,0,Analyst,63059,Yes,447,321,Loan,Consultant,152849,Domestic,Entrepreneurship,Online,Yes,89790,0
6253,34,Male,Economics,2.84,0,Manager,109456,No,767,28,Self-funded,Finance Manager,99185,International,Entrepreneurship,Online,Yes,-10271,0
6254,28,Female,Economics,2.35,0,Engineer,50052,No,604,353,Employer,Marketing Director,100693,International,Career Growth,Online,Yes,50641,0
6255,23,Female,Economics,2.7,9,Entrepreneur,44306,No,485,487,Loan,Consultant,62876,Domestic,Networking,On-Campus,Yes,18570,0.391304348
6256,32,Female,Arts,2.49,8,Manager,113753,No,516,379,Employer,Consultant,171370,International,Networking,Online,Yes,57617,0.25
6257,32,Female,Engineering,2.46,8,Consultant,115594,Yes,500,402,Loan,Marketing Director,197894,Domestic,Skill Enhancement,On-Campus,Yes,82300,0.25
6258,34,Other,Arts,2.57,8,Engineer,44509,Yes,787,363,Scholarship,Startup Founder,109601,International,Skill Enhancement,On-Campus,No,65092,0.235294118
6259,27,Female,Economics,2.36,9,Engineer,71210,Yes,338,493,Scholarship,Executive,147901,Domestic,Career Growth,Online,No,76691,0.333333333
6260,21,Female,Economics,3.34,3,Manager,98204,No,332,61,Loan,Startup Founder,155835,Domestic,Entrepreneurship,On-Campus,No,57631,0.142857143
6261,21,Other,Economics,3.16,3,Entrepreneur,66052,Yes,787,393,Scholarship,Executive,129408,International,Entrepreneurship,On-Campus,No,63356,0.142857143
6262,27,Female,Economics,3.3,9,Manager,95241,Yes,736,220,Scholarship,Executive,171838,Domestic,Skill Enhancement,Online,No,76597,0.333333333
6263,30,Male,Business,2.69,6,Entrepreneur,71303,Yes,709,188,Self-funded,Executive,137073,Domestic,Networking,On-Campus,Yes,65770,0.2
6264,29,Male,Economics,3.54,2,Engineer,46053,No,529,87,Employer,Marketing Director,199486,International,Skill Enhancement,Online,Yes,153433,0.068965517
6265,27,Female,Arts,2.26,9,Manager,33925,No,436,154,Loan,Marketing Director,124832,International,Skill Enhancement,Online,Yes,90907,0.333333333
6266,30,Male,Economics,3.14,2,Analyst,94548,Yes,650,497,Self-funded,Consultant,115984,Domestic,Career Growth,Online,Yes,21436,0.066666667
6267,25,Female,Science,2.55,3,Manager,37146,No,740,43,Employer,Marketing Director,164078,International,Skill Enhancement,Online,No,126932,0.12
6268,28,Male,Business,3.06,5,Manager,106121,No,388,33,Employer,Executive,122726,Domestic,Career Growth,Online,No,16605,0.178571429
6269,22,Male,Economics,2.65,0,Analyst,84933,No,525,276,Employer,Finance Manager,129944,International,Entrepreneurship,On-Campus,Yes,45011,0
6270,29,Female,Science,3.58,2,Analyst,35613,Yes,792,16,Scholarship,Consultant,159452,International,Skill Enhancement,On-Campus,No,123839,0.068965517
6271,26,Male,Arts,3.78,4,Consultant,51600,No,416,339,Scholarship,Consultant,124851,Domestic,Skill Enhancement,Online,Yes,73251,0.153846154
6272,33,Male,Business,3.49,3,Analyst,61063,Yes,696,160,Self-funded,Marketing Director,87184,Domestic,Entrepreneurship,On-Campus,Yes,26121,0.090909091
6273,29,Male,Economics,2.35,7,Entrepreneur,34962,No,255,118,Employer,Executive,87403,Domestic,Skill Enhancement,Online,No,52441,0.24137931
6274,22,Female,Arts,2.55,8,Consultant,103337,No,604,11,Self-funded,Finance Manager,190293,Domestic,Entrepreneurship,On-Campus,Yes,86956,0.363636364
6275,23,Male,Science,3.84,7,Entrepreneur,46469,No,302,494,Scholarship,Marketing Director,64599,Domestic,Skill Enhancement,Online,Yes,18130,0.304347826
6276,32,Female,Business,2.87,8,Consultant,47424,Yes,365,108,Scholarship,Consultant,185570,International,Entrepreneurship,Online,Yes,138146,0.25
6277,28,Male,Economics,3.88,7,Consultant,32291,No,549,104,Loan,Startup Founder,77891,International,Skill Enhancement,On-Campus,Yes,45600,0.25
6278,21,Female,Arts,2.78,9,Entrepreneur,105709,Yes,314,318,Scholarship,Marketing Director,105078,Domestic,Entrepreneurship,Online,No,-631,0.428571429
6279,30,Male,Business,3.9,0,Engineer,85069,No,457,111,Self-funded,Consultant,104629,International,Career Growth,On-Campus,Yes,19560,0
6280,27,Male,Science,3.85,6,Engineer,53769,No,358,154,Self-funded,Consultant,111961,Domestic,Entrepreneurship,On-Campus,No,58192,0.222222222
6281,27,Male,Economics,3.32,8,Manager,31932,No,405,119,Self-funded,Startup Founder,108108,International,Networking,Online,No,76176,0.296296296
6282,33,Male,Business,2.02,0,Engineer,68917,No,359,1,Employer,Finance Manager,193133,International,Entrepreneurship,Online,No,124216,0
6283,21,Female,Science,2.8,9,Manager,46764,Yes,279,230,Self-funded,Marketing Director,71229,International,Skill Enhancement,On-Campus,Yes,24465,0.428571429
6284,29,Male,Science,3.82,0,Engineer,82458,No,668,268,Scholarship,Startup Founder,184975,Domestic,Networking,On-Campus,Yes,102517,0
6285,28,Male,Arts,3.77,9,Manager,31083,No,639,313,Self-funded,Consultant,66295,Domestic,Career Growth,Online,No,35212,0.321428571
6286,24,Female,Science,2.37,1,Manager,113977,No,607,73,Scholarship,Marketing Director,97812,Domestic,Career Growth,On-Campus,Yes,-16165,0.041666667
6287,30,Male,Science,2.8,4,Analyst,88314,No,791,306,Scholarship,Consultant,176242,International,Skill Enhancement,On-Campus,Yes,87928,0.133333333
6288,31,Male,Engineering,3.67,7,Manager,95039,No,630,328,Loan,Startup Founder,172518,International,Networking,Online,No,77479,0.225806452
6289,25,Female,Science,3.16,7,Entrepreneur,53123,No,377,95,Loan,Executive,187615,Domestic,Skill Enhancement,On-Campus,Yes,134492,0.28
6290,22,Female,Economics,3.69,9,Entrepreneur,49602,Yes,538,212,Self-funded,Executive,123825,International,Networking,Online,Yes,74223,0.409090909
6291,33,Male,Business,3.65,3,Manager,50936,Yes,325,147,Loan,Executive,65937,Domestic,Entrepreneurship,Online,No,15001,0.090909091
6292,29,Male,Economics,3.81,6,Entrepreneur,46377,No,548,96,Loan,Executive,135130,Domestic,Skill Enhancement,Online,No,88753,0.206896552
6293,32,Other,Economics,2.23,6,Engineer,97342,No,720,119,Employer,Marketing Director,112286,Domestic,Networking,On-Campus,Yes,14944,0.1875
6294,32,Male,Arts,2.29,8,Entrepreneur,108550,No,736,389,Employer,Executive,156714,Domestic,Career Growth,On-Campus,No,48164,0.25
6295,26,Other,Engineering,2.17,8,Analyst,89988,Yes,743,287,Scholarship,Executive,136184,Domestic,Entrepreneurship,Online,Yes,46196,0.307692308
6296,23,Male,Engineering,3.87,2,Entrepreneur,101206,No,364,22,Scholarship,Marketing Director,154502,Domestic,Networking,On-Campus,Yes,53296,0.086956522
6297,32,Female,Economics,2.95,7,Engineer,94516,No,620,468,Loan,Startup Founder,116925,Domestic,Career Growth,On-Campus,No,22409,0.21875
6298,27,Male,Business,2.13,4,Engineer,70434,No,698,121,Employer,Finance Manager,154219,Domestic,Career Growth,Online,Yes,83785,0.148148148
6299,29,Female,Engineering,2.64,4,Manager,99205,No,413,76,Employer,Startup Founder,181583,Domestic,Entrepreneurship,On-Campus,No,82378,0.137931034
6300,23,Male,Engineering,2.7,7,Consultant,56104,Yes,462,83,Loan,Marketing Director,86953,Domestic,Entrepreneurship,Online,Yes,30849,0.304347826
6301,22,Female,Economics,3.62,5,Engineer,109771,No,542,357,Loan,Startup Founder,102465,Domestic,Networking,On-Campus,No,-7306,0.227272727
6302,27,Male,Engineering,3.47,9,Manager,83797,No,370,66,Loan,Executive,193476,International,Skill Enhancement,Online,Yes,109679,0.333333333
6303,27,Male,Arts,3.38,9,Manager,41519,No,645,260,Loan,Executive,154421,Domestic,Networking,Online,No,112902,0.333333333
6304,24,Female,Economics,2.04,0,Entrepreneur,49123,Yes,671,158,Loan,Marketing Director,111576,International,Career Growth,On-Campus,Yes,62453,0
6305,31,Female,Engineering,3.82,3,Entrepreneur,82110,No,329,151,Employer,Finance Manager,63051,International,Career Growth,Online,No,-19059,0.096774194
6306,29,Female,Engineering,2.43,8,Manager,105729,No,630,442,Employer,Executive,107715,Domestic,Career Growth,Online,Yes,1986,0.275862069
6307,34,Male,Engineering,3.26,4,Analyst,119870,Yes,531,277,Employer,Finance Manager,176732,International,Networking,On-Campus,Yes,56862,0.117647059
6308,28,Female,Economics,2.12,3,Manager,71841,No,689,438,Self-funded,Executive,189563,International,Entrepreneurship,Online,No,117722,0.107142857
6309,33,Male,Business,2.16,9,Entrepreneur,106375,Yes,575,443,Loan,Marketing Director,175498,Domestic,Career Growth,On-Campus,No,69123,0.272727273
6310,33,Other,Science,2.02,0,Engineer,114919,No,546,325,Scholarship,Consultant,138964,International,Networking,On-Campus,No,24045,0
6311,21,Other,Engineering,3.13,8,Analyst,55235,Yes,300,7,Scholarship,Consultant,78414,International,Entrepreneurship,Online,No,23179,0.380952381
6312,21,Male,Science,3.26,7,Consultant,80148,No,717,76,Self-funded,Finance Manager,127566,International,Skill Enhancement,Online,No,47418,0.333333333
6313,25,Female,Science,2.1,2,Engineer,63738,Yes,700,105,Loan,Marketing Director,134424,International,Entrepreneurship,Online,Yes,70686,0.08
6314,26,Female,Engineering,2.58,8,Entrepreneur,119864,Yes,750,203,Self-funded,Consultant,60525,International,Career Growth,Online,Yes,-59339,0.307692308
6315,23,Male,Engineering,3.7,0,Engineer,64308,Yes,773,46,Self-funded,Finance Manager,67223,International,Career Growth,Online,Yes,2915,0
6316,33,Female,Science,2.2,3,Engineer,61605,No,346,206,Loan,Executive,191446,Domestic,Skill Enhancement,Online,No,129841,0.090909091
6317,29,Male,Business,2.43,4,Entrepreneur,101782,Yes,691,447,Scholarship,Executive,118590,Domestic,Networking,On-Campus,No,16808,0.137931034
6318,32,Female,Science,2.85,3,Engineer,101514,Yes,592,295,Employer,Startup Founder,75534,International,Networking,On-Campus,No,-25980,0.09375
6319,30,Male,Business,3.68,3,Manager,57393,Yes,486,195,Self-funded,Marketing Director,185835,Domestic,Networking,Online,Yes,128442,0.1
6320,34,Male,Arts,2.51,8,Analyst,115683,No,475,471,Self-funded,Consultant,162273,International,Entrepreneurship,Online,Yes,46590,0.235294118
6321,26,Male,Business,3.99,4,Entrepreneur,72229,No,375,323,Self-funded,Executive,132789,International,Networking,On-Campus,Yes,60560,0.153846154
6322,24,Female,Economics,2.71,0,Analyst,64963,No,509,100,Self-funded,Consultant,169639,International,Career Growth,Online,No,104676,0
6323,32,Female,Engineering,2.77,6,Manager,62276,No,788,246,Self-funded,Finance Manager,113912,International,Networking,Online,Yes,51636,0.1875
6324,27,Other,Arts,2.24,5,Entrepreneur,55394,No,787,103,Employer,Consultant,178658,Domestic,Networking,Online,Yes,123264,0.185185185
6325,28,Male,Science,3.36,8,Manager,41249,No,602,216,Scholarship,Finance Manager,84945,International,Career Growth,Online,No,43696,0.285714286
6326,29,Male,Business,2.49,3,Consultant,104927,No,289,169,Loan,Marketing Director,174012,Domestic,Networking,Online,No,69085,0.103448276
6327,33,Female,Arts,3.26,9,Consultant,63536,Yes,700,481,Scholarship,Startup Founder,145636,International,Skill Enhancement,On-Campus,Yes,82100,0.272727273
6328,31,Female,Economics,2.45,5,Consultant,64713,No,451,32,Employer,Executive,157107,Domestic,Entrepreneurship,Online,No,92394,0.161290323
6329,26,Male,Business,2.78,9,Analyst,87311,No,790,222,Scholarship,Executive,151328,International,Networking,Online,Yes,64017,0.346153846
6330,26,Male,Science,3.71,6,Consultant,81976,No,590,164,Loan,Executive,118399,Domestic,Career Growth,Online,No,36423,0.230769231
6331,28,Female,Science,3.48,3,Consultant,115104,No,496,387,Self-funded,Finance Manager,134524,International,Skill Enhancement,On-Campus,Yes,19420,0.107142857
6332,32,Male,Business,2.31,8,Manager,78295,No,366,454,Loan,Executive,105963,Domestic,Entrepreneurship,On-Campus,No,27668,0.25
6333,25,Female,Economics,3.22,0,Engineer,51012,No,631,352,Self-funded,Marketing Director,177218,International,Entrepreneurship,Online,No,126206,0
6334,34,Female,Engineering,3.26,0,Engineer,90495,No,491,70,Employer,Consultant,140046,Domestic,Networking,On-Campus,Yes,49551,0
6335,23,Female,Engineering,2.18,2,Consultant,103955,Yes,586,184,Loan,Finance Manager,150568,Domestic,Career Growth,Online,Yes,46613,0.086956522
6336,32,Female,Science,2.93,8,Engineer,43348,No,496,107,Employer,Startup Founder,190122,International,Networking,Online,No,146774,0.25
6337,23,Male,Economics,2.52,4,Consultant,48010,No,660,68,Scholarship,Startup Founder,183786,International,Entrepreneurship,Online,Yes,135776,0.173913043
6338,33,Female,Science,2.93,0,Consultant,72310,No,345,68,Employer,Startup Founder,107525,International,Entrepreneurship,Online,Yes,35215,0
6339,26,Female,Engineering,3.55,4,Analyst,53703,Yes,355,141,Loan,Consultant,130339,Domestic,Career Growth,Online,Yes,76636,0.153846154
6340,22,Male,Science,2.32,5,Entrepreneur,99809,No,470,433,Scholarship,Consultant,90038,International,Entrepreneurship,Online,Yes,-9771,0.227272727
6341,26,Female,Business,2.25,3,Engineer,78309,Yes,424,251,Employer,Executive,165963,International,Skill Enhancement,On-Campus,Yes,87654,0.115384615
6342,33,Male,Business,2.54,6,Consultant,113933,No,726,235,Loan,Consultant,63686,International,Career Growth,On-Campus,Yes,-50247,0.181818182
6343,26,Female,Economics,3.9,2,Engineer,83715,No,787,451,Employer,Executive,145318,International,Networking,Online,Yes,61603,0.076923077
6344,28,Male,Engineering,3.5,4,Analyst,75677,No,628,355,Loan,Marketing Director,128872,International,Entrepreneurship,Online,Yes,53195,0.142857143
6345,27,Female,Economics,2.04,5,Analyst,40087,Yes,645,492,Self-funded,Consultant,68162,Domestic,Career Growth,On-Campus,Yes,28075,0.185185185
6346,28,Male,Economics,2.8,6,Consultant,111004,No,777,303,Loan,Marketing Director,106096,International,Networking,Online,No,-4908,0.214285714
6347,34,Male,Engineering,2.51,9,Engineer,52683,Yes,305,80,Employer,Startup Founder,179112,Domestic,Networking,On-Campus,Yes,126429,0.264705882
