Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?,Salary Difference,Percent of Life Worked
5806,22,Female,Engineering,3.1,7,Engineer,118000.58,No,330,352,Scholarship,Startup Founder,138786.59,International,Networking,Online,Yes,20786.009999999995,0.318182
5807,22,Female,Economics,2.53,5,Entrepreneur,123367.68,No,268,358,Scholarship,Consultant,176643.51,International,Skill Enhancement,Online,Yes,53275.830000000016,0.227273
5808,32,Male,Business,3.59,1,Consultant,66229.85,No,772,471,Employer,Consultant,146260.55,International,Career Growth,On-Campus,Yes,80030.69999999998,0.03125
5809,27,Male,Engineering,2.4,9,Entrepreneur,84247.97,No,295,481,Self-funded,Marketing Director,73939.52,Domestic,Career Growth,Online,No,-10308.449999999997,0.333333
5810,25,Male,Economics,2.78,7,Manager,74631.71,No,479,403,Loan,Startup Founder,101536.56,Domestic,Entrepreneurship,Online,No,26904.84999999999,0.28
5811,28,Male,Arts,2.16,5,Consultant,111591.98,No,731,433,Scholarship,Consultant,57832.39,Domestic,Networking,Online,No,-53759.59,0.178571
5812,33,Female,Science,2.0,9,Consultant,34705.49,Yes,604,152,Scholarship,Marketing Director,177833.63,International,Networking,On-Campus,Yes,143128.14,0.272727
5813,30,Female,Economics,2.74,2,Analyst,94792.81,No,658,380,Loan,Startup Founder,147280.12,International,Skill Enhancement,On-Campus,No,52487.31,0.066667
5814,22,Male,Science,2.4,2,Consultant,67669.76,Yes,800,77,Scholarship,Marketing Director,67694.83,Domestic,Entrepreneurship,On-Campus,Yes,25.070000000006985,0.090909
5815,27,Female,Arts,3.19,9,Engineer,121961.62,No,350,111,Employer,Marketing Director,137849.22,Domestic,Career Growth,Online,Yes,15887.600000000006,0.333333
5816,22,Female,Economics,3.47,0,Manager,112993.34,Yes,443,404,Loan,Consultant,134452.69,Domestic,Career Growth,On-Campus,Yes,21459.350000000006,0.0
5817,25,Male,Business,2.4,10,Manager,76070.97,No,647,415,Employer,Finance Manager,72327.39,International,Networking,On-Campus,Yes,-3743.5800000000017,0.4
5818,22,Male,Engineering,2.23,0,Analyst,134326.45,No,500,366,Self-funded,Consultant,132085.03,Domestic,Skill Enhancement,Online,Yes,-2241.420000000013,0.0
5819,37,Female,Arts,3.28,9,Analyst,35574.24,No,546,172,Loan,Startup Founder,136458.17,Domestic,Networking,Online,Yes,100883.93000000002,0.243243
5820,22,Female,Science,2.0,6,Manager,65397.0,No,682,446,Self-funded,Marketing Director,135516.75,International,Networking,Online,No,70119.75,0.272727
5821,24,Female,Science,2.46,3,Analyst,113958.21,Yes,734,76,Loan,Finance Manager,200990.05,Domestic,Networking,Online,Yes,87031.83999999998,0.125
5822,32,Male,Arts,3.21,3,Consultant,120097.86,Yes,395,73,Self-funded,Startup Founder,92139.05,International,Career Growth,Online,Yes,-27958.809999999998,0.09375
5823,35,Male,Business,3.85,8,Consultant,49570.1,Yes,366,6,Scholarship,Executive,98835.06,Domestic,Entrepreneurship,Online,No,49264.96,0.228571
5824,27,Male,Business,3.73,6,Engineer,42600.66,Yes,395,206,Self-funded,Marketing Director,185831.32,Domestic,Skill Enhancement,On-Campus,Yes,143230.66,0.222222
5825,22,Female,Science,3.16,4,Analyst,117223.86,No,315,384,Loan,Startup Founder,134921.63,International,Entrepreneurship,On-Campus,Yes,17697.770000000004,0.181818
5826,31,Female,Arts,2.38,8,Manager,62344.14,No,447,354,Employer,Executive,133228.57,Domestic,Career Growth,Online,No,70884.43000000001,0.258065
5827,32,Male,Arts,3.3,5,Entrepreneur,103366.55,Yes,261,199,Scholarship,Finance Manager,154204.12,Domestic,Career Growth,On-Campus,Yes,50837.56999999999,0.15625
5828,26,Female,Engineering,2.52,5,Manager,88210.26,Yes,671,268,Employer,Marketing Director,200370.91,Domestic,Career Growth,On-Campus,No,112160.65000000001,0.192308
5829,31,Female,Science,2.31,3,Entrepreneur,32359.89,Yes,265,210,Scholarship,Startup Founder,94721.73,Domestic,Networking,Online,No,62361.84,0.096774
5830,23,Female,Business,2.83,3,Entrepreneur,87430.42,Yes,495,451,Loan,Finance Manager,61445.84,Domestic,Career Growth,Online,No,-25984.58,0.130435
5831,26,Other,Economics,3.52,3,Engineer,84105.04,Yes,478,445,Employer,Finance Manager,150794.64,International,Skill Enhancement,Online,Yes,66689.60000000002,0.115385
5832,22,Male,Business,2.03,0,Entrepreneur,25774.42,Yes,752,146,Employer,Executive,77075.71,International,Skill Enhancement,On-Campus,No,51301.29000000001,0.0
5833,28,Female,Business,2.1,5,Consultant,126320.14,No,643,497,Loan,Startup Founder,216056.36,Domestic,Skill Enhancement,On-Campus,No,89736.21999999999,0.178571
5834,33,Male,Economics,3.3,1,Consultant,140403.84,No,260,293,Scholarship,Finance Manager,181253.34,Domestic,Skill Enhancement,On-Campus,Yes,40849.5,0.030303
5835,30,Male,Science,3.95,4,Engineer,42599.19,Yes,800,118,Scholarship,Executive,78233.18,International,Networking,On-Campus,Yes,35633.98999999999,0.133333
5836,31,Female,Engineering,3.25,5,Manager,97089.2,No,435,99,Loan,Startup Founder,122941.01,International,Entrepreneurship,On-Campus,Yes,25851.809999999998,0.16129
5837,30,Female,Business,3.09,2,Manager,22661.46,No,504,165,Scholarship,Executive,164545.95,Domestic,Skill Enhancement,On-Campus,Yes,141884.49000000002,0.066667
5838,33,Female,Business,3.69,0,Manager,101933.9,No,647,4,Employer,Startup Founder,107007.64,Domestic,Networking,Online,No,5073.740000000005,0.0
5839,24,Female,Science,3.77,7,Manager,114211.08,No,576,375,Scholarship,Startup Founder,154310.76,International,Entrepreneurship,Online,Yes,40099.68000000001,0.291667
5840,32,Female,Science,3.41,7,Consultant,75820.73,Yes,400,208,Loan,Marketing Director,138370.81,Domestic,Networking,On-Campus,Yes,62550.08,0.21875
5841,31,Female,Arts,2.68,10,Consultant,44697.73,No,575,263,Self-funded,Startup Founder,124953.72,Domestic,Skill Enhancement,On-Campus,No,80255.98999999999,0.322581
5842,22,Male,Science,2.61,3,Engineer,78419.11,Yes,606,421,Loan,Startup Founder,69438.93,Domestic,Networking,On-Campus,Yes,-8980.180000000008,0.136364
5843,27,Female,Science,2.74,11,Engineer,40117.59,No,718,513,Scholarship,Executive,217890.23,International,Skill Enhancement,Online,No,177772.64,0.407407
5844,25,Male,Business,2.5,2,Engineer,65168.96,Yes,330,350,Scholarship,Finance Manager,172292.16,International,Networking,On-Campus,Yes,107123.20000000001,0.08
5845,34,Male,Engineering,2.44,2,Manager,57325.08,No,653,98,Employer,Finance Manager,108504.58,International,Networking,Online,Yes,51179.5,0.058824
5846,28,Male,Business,3.08,8,Manager,45088.95,No,741,61,Scholarship,Finance Manager,143863.3,International,Entrepreneurship,Online,No,98774.34999999999,0.285714
5847,31,Female,Science,2.44,2,Consultant,91183.71,No,535,494,Scholarship,Finance Manager,161850.49,Domestic,Entrepreneurship,On-Campus,No,70666.77999999998,0.064516
5848,33,Female,Arts,3.81,2,Consultant,105725.75,No,694,31,Employer,Consultant,116250.46,International,Networking,Online,No,10524.710000000006,0.060606
5849,22,Female,Engineering,2.13,11,Analyst,113086.32,No,391,170,Scholarship,Marketing Director,133141.77,Domestic,Skill Enhancement,On-Campus,Yes,20055.449999999983,0.5
5850,34,Other,Arts,2.93,5,Analyst,73973.35,No,738,353,Scholarship,Consultant,135027.61,International,Skill Enhancement,On-Campus,No,61054.25999999998,0.147059
5851,22,Male,Economics,3.26,0,Manager,64302.58,No,439,323,Self-funded,Marketing Director,76564.46,International,Skill Enhancement,Online,Yes,12261.880000000005,0.0
5852,33,Female,Arts,3.07,0,Consultant,37145.73,No,668,401,Employer,Executive,198194.51,Domestic,Career Growth,Online,Yes,161048.78,0.0
5853,35,Female,Arts,2.53,3,Manager,49300.26,No,791,345,Scholarship,Finance Manager,128841.89,International,Networking,On-Campus,Yes,79541.63,0.085714
5854,35,Female,Science,3.19,8,Entrepreneur,101233.64,No,589,361,Employer,Executive,105422.74,International,Entrepreneurship,Online,Yes,4189.100000000006,0.228571
5855,22,Female,Science,3.5,0,Analyst,78815.76,No,501,252,Loan,Executive,75673.11,Domestic,Career Growth,Online,No,-3142.649999999994,0.0
5856,35,Female,Science,3.81,8,Engineer,36856.88,Yes,471,533,Self-funded,Consultant,113323.71,Domestic,Career Growth,On-Campus,No,76466.83000000002,0.228571
5857,25,Female,Science,3.49,2,Manager,36645.75,No,433,268,Scholarship,Consultant,79710.97,International,Career Growth,On-Campus,No,43065.22,0.08
5858,24,Female,Science,3.56,2,Entrepreneur,41515.88,Yes,381,296,Loan,Marketing Director,77213.06,Domestic,Networking,On-Campus,Yes,35697.18,0.083333
5859,22,Male,Arts,2.0,3,Engineer,50382.42,No,444,120,Self-funded,Executive,121061.34,Domestic,Skill Enhancement,On-Campus,No,70678.92,0.136364
5860,28,Female,Economics,3.76,2,Entrepreneur,71128.57,No,347,266,Loan,Executive,197995.57,Domestic,Career Growth,On-Campus,No,126867.0,0.071429
5861,28,Male,Science,3.59,1,Consultant,92214.4,Yes,358,126,Scholarship,Marketing Director,95824.22,Domestic,Networking,On-Campus,No,3609.820000000007,0.035714
5862,30,Male,Economics,3.46,4,Consultant,101077.84,Yes,536,374,Loan,Consultant,178796.08,International,Career Growth,On-Campus,No,77718.23999999999,0.133333
5863,25,Female,Economics,3.57,8,Consultant,91117.83,Yes,301,30,Self-funded,Finance Manager,66518.24,Domestic,Networking,Online,No,-24599.589999999997,0.32
5864,24,Male,Business,2.88,6,Engineer,56178.9,No,623,112,Loan,Consultant,136606.04,Domestic,Career Growth,Online,Yes,80427.14000000001,0.25
5865,35,Female,Business,2.6,2,Engineer,52733.85,Yes,540,464,Loan,Executive,160786.72,International,Skill Enhancement,On-Campus,No,108052.87,0.057143
5866,33,Male,Engineering,3.39,5,Consultant,39856.62,No,317,236,Employer,Consultant,212876.64,Domestic,Career Growth,Online,No,173020.02000000002,0.151515
5867,28,Male,Business,3.38,5,Engineer,91354.16,Yes,357,137,Employer,Executive,71250.64,International,Skill Enhancement,Online,No,-20103.520000000004,0.178571
5868,27,Male,Science,3.43,5,Consultant,34068.92,No,408,15,Scholarship,Consultant,190829.2,Domestic,Career Growth,Online,Yes,156760.28000000003,0.185185
5869,26,Male,Economics,3.57,0,Manager,94530.64,No,511,44,Employer,Finance Manager,95589.38,Domestic,Networking,Online,No,1058.7400000000052,0.0
5870,22,Female,Engineering,3.59,7,Consultant,69968.68,No,735,408,Loan,Finance Manager,199309.63,International,Entrepreneurship,Online,No,129340.95000000001,0.318182
5871,22,Male,Business,3.34,5,Analyst,65786.98,Yes,552,39,Employer,Consultant,76729.12,International,Skill Enhancement,Online,Yes,10942.14,0.227273
5872,23,Male,Arts,2.19,3,Manager,96958.68,Yes,392,31,Self-funded,Finance Manager,116958.37,International,Entrepreneurship,On-Campus,No,19999.690000000002,0.130435
5873,23,Male,Engineering,3.02,6,Consultant,116040.77,No,770,274,Self-funded,Finance Manager,216830.3,Domestic,Entrepreneurship,Online,No,100789.52999999998,0.26087
5874,35,Male,Science,3.99,9,Analyst,29072.31,No,695,402,Scholarship,Finance Manager,58418.07,International,Networking,Online,Yes,29345.76,0.257143
5875,32,Female,Economics,3.08,2,Consultant,97008.45,No,761,223,Employer,Marketing Director,73227.52,Domestic,Career Growth,Online,Yes,-23780.929999999993,0.0625
5876,28,Male,Science,4.0,2,Manager,57247.48,Yes,739,131,Employer,Finance Manager,102206.07,Domestic,Networking,On-Campus,Yes,44958.590000000004,0.071429
5877,29,Female,Science,3.39,9,Consultant,108983.15,No,400,142,Scholarship,Consultant,78219.47,Domestic,Career Growth,Online,No,-30763.679999999993,0.310345
5878,33,Female,Arts,3.0,8,Engineer,71150.94,Yes,595,94,Loan,Startup Founder,125446.21,International,Entrepreneurship,On-Campus,Yes,54295.270000000004,0.242424
5879,28,Female,Arts,2.47,1,Consultant,43642.4,No,736,230,Self-funded,Consultant,119927.13,International,Career Growth,Online,Yes,76284.73000000001,0.035714
5880,31,Female,Economics,2.47,8,Manager,59613.64,Yes,646,368,Employer,Finance Manager,142464.56,International,Networking,Online,No,82850.92,0.258065
5881,23,Male,Business,2.98,4,Entrepreneur,69238.08,Yes,493,224,Employer,Consultant,169054.14,Domestic,Entrepreneurship,On-Campus,No,99816.06000000001,0.173913
5882,34,Male,Science,2.87,2,Consultant,30086.68,No,684,438,Scholarship,Marketing Director,127838.68,International,Networking,On-Campus,Yes,97752.0,0.058824
5883,28,Female,Business,3.47,7,Engineer,67838.6,No,505,464,Self-funded,Consultant,156365.66,International,Career Growth,Online,Yes,88527.06,0.25
5884,24,Female,Economics,3.3,5,Manager,83617.03,Yes,293,112,Employer,Finance Manager,154251.61,International,Career Growth,On-Campus,Yes,70634.57999999999,0.208333
5885,26,Female,Science,2.75,0,Analyst,73985.88,Yes,800,116,Employer,Executive,178160.41,Domestic,Career Growth,Online,No,104174.53,0.0
5886,22,Female,Business,3.21,4,Entrepreneur,82300.64,No,441,98,Loan,Finance Manager,72874.88,International,Networking,Online,Yes,-9425.759999999995,0.181818
5887,25,Male,Science,3.1,7,Consultant,42256.54,No,402,504,Scholarship,Consultant,134393.06,Domestic,Skill Enhancement,On-Campus,Yes,92136.51999999999,0.28
5888,33,Male,Arts,2.57,0,Manager,65876.29,No,450,341,Employer,Startup Founder,158700.35,International,Career Growth,Online,Yes,92824.06000000001,0.0
5889,26,Female,Arts,2.84,0,Engineer,43243.61,Yes,616,91,Employer,Consultant,114398.52,Domestic,Skill Enhancement,Online,No,71154.91,0.0
5890,29,Female,Engineering,4.0,6,Engineer,75633.86,No,277,550,Self-funded,Startup Founder,97611.23,International,Skill Enhancement,On-Campus,Yes,21977.369999999995,0.206897
5891,26,Male,Economics,2.47,6,Manager,79428.64,No,393,210,Self-funded,Executive,180491.86,Domestic,Entrepreneurship,Online,Yes,101063.21999999999,0.230769
5892,25,Female,Business,2.57,0,Engineer,81369.14,No,304,221,Self-funded,Marketing Director,103092.47,Domestic,Skill Enhancement,On-Campus,No,21723.33,0.0
5893,25,Male,Science,2.89,2,Entrepreneur,94274.93,Yes,743,24,Loan,Consultant,94082.06,Domestic,Networking,On-Campus,No,-192.86999999999534,0.08
5894,30,Male,Engineering,2.47,4,Analyst,94019.86,No,658,414,Self-funded,Startup Founder,190558.05,International,Networking,Online,No,96538.18999999999,0.133333
5895,29,Female,Economics,2.95,0,Engineer,119968.83,No,466,346,Scholarship,Executive,152850.72,International,Networking,Online,Yes,32881.89,0.0
5896,29,Female,Economics,2.24,1,Engineer,114077.2,No,343,110,Loan,Finance Manager,137149.18,Domestic,Skill Enhancement,On-Campus,No,23071.979999999996,0.034483
5897,33,Female,Economics,3.76,0,Analyst,86366.28,Yes,520,282,Employer,Marketing Director,227280.45,International,Entrepreneurship,On-Campus,Yes,140914.17,0.0
5898,31,Male,Business,2.64,7,Entrepreneur,29479.96,No,776,243,Loan,Executive,174486.29,Domestic,Skill Enhancement,Online,Yes,145006.33000000002,0.225806
5899,37,Male,Arts,2.91,4,Entrepreneur,66931.96,No,365,325,Employer,Consultant,197154.39,International,Skill Enhancement,On-Campus,Yes,130222.43000000001,0.108108
5900,31,Female,Engineering,2.06,7,Entrepreneur,103758.95,No,383,256,Scholarship,Finance Manager,88433.99,International,Entrepreneurship,Online,Yes,-15324.959999999992,0.225806
5901,27,Male,Business,3.82,3,Engineer,34890.79,No,380,90,Employer,Consultant,179187.06,International,Networking,On-Campus,Yes,144296.27,0.111111
5902,28,Female,Science,2.75,8,Engineer,63693.97,No,652,177,Scholarship,Marketing Director,123054.62,Domestic,Career Growth,Online,No,59360.649999999994,0.285714
5903,24,Female,Business,3.47,6,Entrepreneur,60212.85,Yes,526,337,Employer,Finance Manager,75305.21,Domestic,Career Growth,On-Campus,Yes,15092.360000000008,0.25
5904,29,Female,Science,3.34,1,Engineer,53579.18,No,683,178,Loan,Executive,188654.08,Domestic,Skill Enhancement,Online,Yes,135074.9,0.034483
5905,25,Male,Science,3.22,1,Consultant,87001.12,No,495,453,Self-funded,Finance Manager,83247.75,International,Entrepreneurship,On-Campus,Yes,-3753.3699999999953,0.04
5906,29,Female,Economics,3.38,7,Engineer,84358.81,Yes,662,362,Loan,Finance Manager,196486.92,International,Career Growth,On-Campus,No,112128.11000000002,0.241379
5907,32,Male,Business,2.39,9,Entrepreneur,43633.03,No,476,192,Scholarship,Consultant,122005.61,Domestic,Networking,On-Campus,Yes,78372.58,0.28125
5908,33,Male,Arts,3.12,1,Manager,61881.19,Yes,465,340,Loan,Startup Founder,76578.56,International,Skill Enhancement,On-Campus,Yes,14697.369999999995,0.030303
5909,22,Male,Science,2.38,0,Entrepreneur,61025.37,No,476,16,Scholarship,Marketing Director,85975.72,Domestic,Entrepreneurship,Online,No,24950.35,0.0
5910,30,Male,Economics,3.39,6,Manager,87649.53,Yes,700,120,Loan,Finance Manager,148367.34,International,Skill Enhancement,On-Campus,No,60717.81,0.2
5911,33,Female,Arts,4.0,7,Engineer,104488.22,No,553,259,Scholarship,Finance Manager,155816.05,Domestic,Career Growth,Online,Yes,51327.82999999999,0.212121
5912,36,Male,Business,3.99,5,Engineer,27356.34,No,293,518,Loan,Finance Manager,62886.51,International,Skill Enhancement,Online,Yes,35530.17,0.138889
5913,31,Male,Arts,2.36,4,Manager,125731.52,Yes,451,239,Self-funded,Consultant,115775.62,Domestic,Entrepreneurship,On-Campus,No,-9955.900000000009,0.129032
5914,31,Other,Business,2.52,8,Entrepreneur,41654.37,No,652,477,Scholarship,Finance Manager,138654.92,International,Skill Enhancement,Online,No,97000.55000000002,0.258065
5915,31,Male,Science,2.91,2,Analyst,84272.12,No,602,15,Employer,Finance Manager,192820.23,Domestic,Career Growth,Online,Yes,108548.11000000002,0.064516
5916,22,Female,Engineering,2.2,8,Analyst,73649.34,No,663,98,Scholarship,Executive,125121.59,Domestic,Entrepreneurship,Online,No,51472.25,0.363636
5917,34,Male,Engineering,2.1,0,Entrepreneur,45107.39,Yes,299,238,Self-funded,Marketing Director,158112.15,International,Networking,On-Campus,Yes,113004.76,0.0
5918,23,Male,Science,2.81,0,Engineer,80173.52,Yes,444,92,Self-funded,Finance Manager,126086.29,International,Networking,Online,Yes,45912.76999999999,0.0
5919,22,Female,Arts,4.0,6,Manager,39552.89,No,605,425,Self-funded,Finance Manager,145243.97,International,Skill Enhancement,On-Campus,No,105691.08,0.272727
5920,32,Male,Business,3.31,7,Manager,68842.0,No,408,34,Employer,Finance Manager,180724.63,International,Networking,Online,Yes,111882.63,0.21875
5921,22,Female,Engineering,3.49,6,Entrepreneur,39419.17,Yes,669,317,Self-funded,Consultant,82230.65,International,Skill Enhancement,Online,Yes,42811.479999999996,0.272727
5922,34,Male,Business,3.19,11,Entrepreneur,37305.92,Yes,379,201,Self-funded,Startup Founder,118367.88,International,Networking,Online,Yes,81061.96,0.323529
5923,24,Male,Science,3.15,0,Consultant,54720.91,No,676,28,Employer,Consultant,213917.33,Domestic,Career Growth,Online,No,159196.41999999998,0.0
5924,22,Male,Arts,3.85,0,Manager,93981.53,Yes,335,290,Self-funded,Startup Founder,169339.07,Domestic,Networking,On-Campus,Yes,75357.54000000001,0.0
5925,31,Male,Business,2.87,8,Consultant,83096.64,Yes,502,364,Employer,Finance Manager,200729.8,Domestic,Career Growth,Online,No,117633.15999999999,0.258065
5926,22,Male,Arts,2.29,6,Engineer,96056.62,Yes,492,206,Loan,Executive,175681.05,Domestic,Skill Enhancement,Online,Yes,79624.43,0.272727
5927,36,Female,Engineering,2.78,5,Manager,52607.85,No,552,209,Loan,Consultant,101100.14,Domestic,Entrepreneurship,On-Campus,No,48492.29,0.138889
5928,27,Male,Business,4.0,0,Entrepreneur,84504.89,Yes,516,379,Loan,Startup Founder,154155.63,International,Entrepreneurship,Online,Yes,69650.74,0.0
5929,30,Male,Economics,2.68,9,Entrepreneur,121422.3,Yes,570,51,Scholarship,Finance Manager,102985.42,International,Career Growth,On-Campus,Yes,-18436.880000000005,0.3
5930,25,Male,Engineering,3.11,1,Engineer,58845.84,Yes,468,414,Scholarship,Startup Founder,88401.74,Domestic,Entrepreneurship,Online,No,29555.90000000001,0.04
5931,22,Female,Arts,2.01,5,Analyst,105179.78,No,581,345,Self-funded,Finance Manager,70770.52,International,Entrepreneurship,On-Campus,No,-34409.259999999995,0.227273
5932,22,Female,Science,2.2,6,Consultant,76390.75,No,704,121,Employer,Consultant,172541.96,Domestic,Skill Enhancement,On-Campus,Yes,96151.20999999999,0.272727
5933,31,Female,Economics,4.0,3,Entrepreneur,58837.76,No,427,167,Scholarship,Consultant,162832.41,Domestic,Skill Enhancement,On-Campus,Yes,103994.65,0.096774
5934,37,Female,Business,2.35,1,Manager,66842.14,No,469,341,Employer,Startup Founder,107695.71,Domestic,Skill Enhancement,On-Campus,No,40853.57000000001,0.027027
5935,22,Male,Engineering,2.56,2,Manager,84090.51,No,624,53,Loan,Finance Manager,114552.39,International,Networking,On-Campus,Yes,30461.880000000005,0.090909
5936,36,Male,Business,2.51,3,Manager,84618.79,No,583,189,Employer,Consultant,130172.66,International,Career Growth,Online,No,45553.87000000001,0.083333
5937,34,Female,Business,3.83,1,Engineer,137723.29,No,406,510,Loan,Marketing Director,140107.23,Domestic,Entrepreneurship,Online,No,2383.9400000000023,0.029412
5938,29,Female,Economics,2.03,9,Analyst,114715.31,Yes,355,157,Scholarship,Consultant,54621.01,Domestic,Entrepreneurship,On-Campus,Yes,-60094.299999999996,0.310345
5939,23,Male,Economics,3.46,0,Consultant,81534.78,Yes,583,513,Employer,Finance Manager,101291.73,International,Entrepreneurship,On-Campus,No,19756.949999999997,0.0
5940,28,Male,Economics,2.88,4,Manager,72725.51,Yes,546,454,Employer,Marketing Director,203335.0,Domestic,Skill Enhancement,Online,No,130609.49,0.142857
5941,33,Other,Economics,3.65,3,Manager,43083.42,No,291,389,Loan,Consultant,88909.09,Domestic,Entrepreneurship,Online,Yes,45825.67,0.090909
5942,30,Female,Science,3.8,1,Entrepreneur,77055.41,No,649,185,Employer,Finance Manager,111407.73,Domestic,Skill Enhancement,Online,Yes,34352.31999999999,0.033333
5943,26,Male,Arts,2.75,10,Analyst,112515.11,Yes,799,378,Loan,Startup Founder,95314.45,Domestic,Career Growth,On-Campus,Yes,-17200.660000000003,0.384615
5944,26,Female,Economics,2.1,10,Entrepreneur,26438.76,No,416,418,Scholarship,Startup Founder,206004.65,Domestic,Career Growth,On-Campus,No,179565.88999999998,0.384615
5945,30,Male,Engineering,2.18,7,Engineer,60761.29,No,575,414,Loan,Consultant,172563.58,Domestic,Entrepreneurship,Online,No,111802.28999999998,0.233333
5946,24,Male,Business,3.55,7,Engineer,31428.92,No,556,434,Loan,Finance Manager,135183.12,Domestic,Career Growth,On-Campus,Yes,103754.2,0.291667
5947,28,Male,Economics,2.17,1,Consultant,99630.6,Yes,689,297,Employer,Finance Manager,176887.1,International,Entrepreneurship,On-Campus,No,77256.5,0.035714
5948,23,Male,Engineering,2.61,11,Engineer,57673.15,Yes,510,215,Employer,Finance Manager,149591.62,International,Skill Enhancement,Online,Yes,91918.47,0.478261
5949,26,Male,Science,2.41,2,Consultant,111900.67,Yes,392,162,Employer,Finance Manager,128641.63,Domestic,Networking,On-Campus,No,16740.960000000006,0.076923
5950,26,Female,Engineering,2.86,3,Entrepreneur,41217.17,No,539,18,Scholarship,Startup Founder,174734.88,International,Networking,Online,No,133517.71000000002,0.115385
5951,24,Male,Engineering,2.34,5,Manager,88391.86,Yes,622,345,Employer,Marketing Director,55797.21,International,Networking,On-Campus,Yes,-32594.65,0.208333
5952,24,Female,Science,3.42,5,Manager,79862.39,No,589,148,Scholarship,Startup Founder,235081.32,International,Skill Enhancement,On-Campus,Yes,155218.93,0.208333
5953,28,Male,Science,3.6,1,Analyst,88220.02,No,703,70,Scholarship,Startup Founder,128259.55,International,Career Growth,Online,Yes,40039.53,0.035714
5954,28,Male,Business,2.73,2,Engineer,26868.1,No,636,189,Self-funded,Consultant,131044.94,International,Entrepreneurship,On-Campus,No,104176.84,0.071429
5955,22,Female,Economics,3.0,0,Analyst,36339.32,No,550,561,Employer,Startup Founder,72407.26,International,Entrepreneurship,On-Campus,No,36067.939999999995,0.0
5956,31,Female,Engineering,3.48,0,Analyst,35223.45,Yes,694,361,Loan,Startup Founder,95277.8,International,Career Growth,Online,No,60054.350000000006,0.0
5957,23,Other,Arts,3.68,3,Manager,92409.16,No,571,35,Employer,Executive,185948.77,International,Entrepreneurship,Online,Yes,93539.60999999999,0.130435
5958,23,Other,Arts,3.03,3,Engineer,50693.71,No,510,131,Employer,Consultant,91188.66,Domestic,Networking,Online,Yes,40494.950000000004,0.130435
5959,34,Male,Business,3.04,7,Manager,99720.43,No,322,75,Loan,Marketing Director,65920.74,International,Entrepreneurship,On-Campus,Yes,-33799.68999999999,0.205882
5960,22,Male,Arts,2.97,6,Analyst,53850.77,No,568,189,Loan,Consultant,103944.44,International,Networking,Online,Yes,50093.670000000006,0.272727
5961,31,Female,Business,3.45,3,Engineer,48027.49,No,322,31,Scholarship,Consultant,119068.25,International,Entrepreneurship,On-Campus,Yes,71040.76000000001,0.096774
5962,31,Other,Economics,2.85,11,Manager,55349.66,No,441,301,Loan,Executive,75126.8,Domestic,Entrepreneurship,On-Campus,No,19777.14,0.354839
5963,22,Female,Business,2.7,0,Consultant,128621.16,No,350,391,Self-funded,Executive,102781.13,International,Entrepreneurship,On-Campus,No,-25840.03,0.0
5964,27,Female,Science,2.42,8,Consultant,94939.77,No,602,27,Employer,Startup Founder,67031.59,Domestic,Networking,Online,Yes,-27908.180000000008,0.296296
5965,25,Female,Science,3.2,2,Entrepreneur,96741.92,No,596,62,Employer,Finance Manager,55433.32,Domestic,Networking,On-Campus,Yes,-41308.6,0.08
5966,29,Male,Science,2.64,8,Entrepreneur,92541.54,No,397,97,Loan,Finance Manager,177349.56,Domestic,Skill Enhancement,Online,No,84808.02,0.275862
5967,37,Female,Science,3.11,0,Engineer,37665.17,No,276,157,Loan,Startup Founder,77104.56,Domestic,Entrepreneurship,On-Campus,No,39439.39,0.0
5968,22,Female,Science,2.8,4,Entrepreneur,86251.12,Yes,448,222,Loan,Marketing Director,157786.09,International,Career Growth,On-Campus,No,71534.97,0.181818
5969,26,Female,Science,3.58,5,Engineer,88486.18,No,324,298,Scholarship,Marketing Director,70290.35,Domestic,Career Growth,On-Campus,No,-18195.829999999987,0.192308
5970,27,Male,Science,2.24,11,Analyst,96516.44,Yes,397,300,Scholarship,Executive,64051.1,International,Skill Enhancement,On-Campus,Yes,-32465.340000000004,0.407407
5971,34,Male,Science,3.38,4,Consultant,112881.4,No,316,39,Employer,Startup Founder,87639.14,Domestic,Networking,Online,Yes,-25242.259999999995,0.117647
5972,25,Male,Science,2.84,9,Engineer,73999.7,No,724,57,Scholarship,Consultant,100181.26,Domestic,Entrepreneurship,On-Campus,Yes,26181.559999999998,0.36
5973,37,Male,Economics,3.01,0,Analyst,86575.85,Yes,696,400,Employer,Consultant,143087.15,Domestic,Entrepreneurship,Online,Yes,56511.29999999999,0.0
5974,24,Female,Science,2.85,2,Consultant,41094.32,Yes,307,96,Employer,Consultant,60185.27,International,Networking,On-Campus,No,19090.949999999997,0.083333
5975,24,Male,Business,3.74,6,Manager,50620.94,Yes,330,94,Scholarship,Marketing Director,146314.94,Domestic,Skill Enhancement,Online,No,95694.0,0.25
5976,32,Male,Economics,2.74,9,Analyst,126339.47,Yes,790,247,Scholarship,Executive,191848.04,Domestic,Career Growth,On-Campus,Yes,65508.57000000001,0.28125
